Reporting Start,Reporting End,Campaign Name,Campaign Type,Ad Set Name,Ad Name,Delivery,Attribution Setting,Result Type,Spend (BRL),Impressions,Link Clicks,Conversions,Reach,Frequency
2026-01-15,2026-01-15,Nubank | Brand Awareness | Reach | Q1,Branding,BR_18-34_Interests_Finance,Nu_Brand_Awareness_Hero_Video_15s,Learning (CBO),1-day click,Account Opening,517.80,151220,149,1,110391,1.37
2026-01-21,2026-01-21,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,1408.20,376406,481,10,308653,1.22
2026-01-24,2026-01-24,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,1772.54,555856,435,14,428009,1.30
2026-01-27,2026-01-27,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,2304.96,231317,421,21,191993,1.20
2026-01-30,2026-01-30,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Active,"7-day click, 1-day view",Account Opening,1533.75,445986,442,15,374628,1.19
2026-02-02,2026-02-02,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Investments,Nu_Ecom_Conversion_Reel_AppDownload_CTA,Not Delivering,"7-day click, 1-day view",Account Opening,1761.54,115580,122,17,84373,1.37
2026-01-13,2026-01-13,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,2689.94,518412,385,22,347336,1.49
2026-01-16,2026-01-16,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,1021.90,352706,315,10,232786,1.52
2026-01-19,2026-01-19,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,2740.08,421834,182,21,371214,1.14
2026-01-22,2026-01-22,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,1815.26,479008,405,17,402367,1.19
2026-01-25,2026-01-25,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,1383.00,336273,320,10,292558,1.15
2026-01-28,2026-01-28,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,4064.28,400317,279,33,312247,1.28
2026-01-31,2026-01-31,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,2833.32,547440,490,28,465324,1.18
2026-02-03,2026-02-03,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Video_30s_HowToOpen,Active,"7-day click, 1-day view",Account Opening,1704.00,101091,190,16,66720,1.52
2026-01-13,2026-01-13,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,1737.36,259551,421,18,194663,1.33
2026-01-16,2026-01-16,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,3737.27,550073,364,23,462061,1.19
2026-01-19,2026-01-19,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,3751.68,401236,81,24,337038,1.19
2026-01-22,2026-01-22,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,3255.28,296079,373,28,236863,1.25
2026-01-25,2026-01-25,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,2283.95,167498,453,17,122274,1.37
2026-01-28,2026-01-28,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Not Delivering,"7-day click, 1-day view",Account Opening,3073.40,232060,450,22,192610,1.20
2026-01-31,2026-01-31,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,4105.53,235616,91,29,183780,1.28
2026-02-03,2026-02-03,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_Carousel_Cashback_Offer,Active,"7-day click, 1-day view",Account Opening,2154.45,243113,414,15,160455,1.52
2026-01-13,2026-01-13,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Not Delivering,"7-day click, 1-day view",Account Opening,2666.04,463423,240,26,333665,1.39
2026-01-16,2026-01-16,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3714.50,478624,491,34,368540,1.30
2026-01-19,2026-01-19,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,2437.20,365526,381,20,299731,1.22
2026-01-22,2026-01-22,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,1715.56,122203,495,11,89208,1.37
2026-01-25,2026-01-25,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,4301.22,115169,176,33,90984,1.27
2026-01-28,2026-01-28,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,3316.06,421130,446,22,299002,1.41
2026-01-31,2026-01-31,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,2411.64,157523,446,21,119717,1.32
2026-02-03,2026-02-03,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_Conversion_StaticBanner_FreeCreditCard,Active,"7-day click, 1-day view",Account Opening,1261.89,225646,409,9,151183,1.49
2026-01-13,2026-01-13,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,2047.00,328363,92,20,213436,1.54
2026-01-16,2026-01-16,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,2855.75,539689,341,25,415561,1.30
2026-01-19,2026-01-19,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,2482.04,224882,95,22,170910,1.32
2026-01-22,2026-01-22,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,4620.55,179429,136,31,120217,1.49
2026-01-25,2026-01-25,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,2747.00,143872,174,25,125169,1.15
2026-01-28,2026-01-28,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,3398.50,520976,266,25,458459,1.14
2026-01-31,2026-01-31,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,5251.52,406591,424,32,280548,1.45
2026-02-03,2026-02-03,Nubank | Conversions | Cross-Sell | Feb,E-commerce,BR_ExistingClients_Insurance,Nu_Ecom_LeadGen_Story_ReferAFriend,Active,"7-day click, 1-day view",Account Opening,1693.12,583424,89,16,402563,1.45
